0	43
2	19
1	03
2	49
3	27
2	43
0	46
2	12
1	06
0	59
1	44
1	18
2	56
1	22
2	01
1	07
0	37
1	12
0	56
1	48
3	10
1	15
1	37
1	29
2	13
2	08
0	00
0	00
4	08
1	35
2	07
2	35
1	50
2	19
4	40
1	02
3	26
4	25
1	51
3	25
2	04
3	14
3	30
1	12
1	32
0	30
1	56
3	48
2	50
1	00
1	08
2	01
3	28
5	01
5	08
3	25
2	30
4	38
0	29
2	42
1	19
1	55
2	22
3	15
2	59
3	28
5	44
4	18
6	24
4	56
4	40
4	09
3	14
7	11
6	49
1	58
3	51
1	45
4	36
5	01
6	19
4	07
6	11
9	55
6	24
5	15
